Times,Onset Strength,Time Difference
4.133151927437642,0.9016624,0.023219954648526553
4.458231292517007,0.30405876,0.023219954648525665
4.690430839002268,0.34569916,0.023219954648526553
4.96907029478458,0.33989733,0.023219954648525665
5.479909297052155,0.4466218,0.023219954648526553
5.735328798185941,0.3081498,0.023219954648526553
5.990748299319728,0.33722425,0.023219954648526553
6.199727891156463,0.32673562,0.023219954648525665
6.431927437641724,0.303157,0.023219954648526553
6.6873469387755105,0.35231137,0.023219954648526553
6.942766439909297,0.37653607,0.023219954648526553
7.430385487528345,0.3551251,0.023219954648526553
7.918004535147392,0.38127977,0.023219954648525665
8.17342403628118,0.38985878,0.023219954648526553
8.452063492063493,0.34911856,0.023219954648526553
8.93968253968254,0.4288736,0.023219954648526553
9.427301587301587,0.39317152,0.023219954648524777
9.93814058956916,0.47886994,0.023219954648524777
10.448979591836734,0.44162926,0.023219954648524777
10.936598639455783,0.40125474,0.023219954648526553
11.215238095238096,0.32103708,0.023219954648526553
11.447437641723356,0.41025499,0.023219954648526553
11.702857142857143,0.34287396,0.023219954648526553
11.95827664399093,0.39589253,0.023219954648526553
12.445895691609977,0.39391053,0.023219954648524777
12.701315192743763,0.35434556,0.023219954648524777
12.956734693877552,0.34687135,0.023219954648526553
13.444353741496599,0.4402701,0.023219954648526553
13.931972789115646,0.4850935,0.023219954648524777
14.44281179138322,0.34538043,0.023219954648524777
14.466031746031746,0.30957365,0.023219954648526553
14.721451247165533,0.33104315,0.023219954648526553
14.97687074829932,0.45855078,0.023219954648524777
15.232290249433106,0.3114843,0.023219954648524777
15.464489795918368,0.39187965,0.023219954648526553
15.719909297052155,0.33772436,0.023219954648526553
15.975328798185942,0.3840791,0.023219954648526553
16.46294784580499,0.42341834,0.02321995464852833
16.973786848072564,0.34560257,0.02321995464852833
17.46140589569161,0.36169964,0.023219954648524777
17.925804988662133,0.40060365,0.02321995464852833
18.45986394557823,0.33518356,0.023219954648524777
18.715283446712018,0.30929238,0.023219954648524777
18.94748299319728,0.38878295,0.02321995464852833
19.435102040816325,0.4539616,0.023219954648524777
19.89950113378685,0.4531194,0.02321995464852833
20.154920634920636,0.3619665,0.02321995464852833
20.410340136054423,0.40883732,0.02321995464852833
20.688979591836734,0.41367137,0.023219954648524777
20.921179138321996,0.46567377,0.02321995464852833
21.339138321995463,0.33102953,0.023219954648524777
